Верхний зуб 1,Верхний зуб 2,Верхний зуб 3,Верхний зуб 4,Верхний зуб 5,Верхний зуб 6,Нижний зуб 1,Нижний зуб 2,Нижний зуб 3,Нижний зуб 4,Нижний зуб 5,Нижний зуб 6,Индекс 1
7.96,6.24,7.45,9.99,0.12,2.82,0.5,0.67,1.24,7.58,2.51,8.68,163.267
5.09,1.84,5.97,9.18,9.0,0.64,9.88,0.93,9.31,5.8,6.65,7.59,78.984
7.46,1.72,4.33,6.66,8.66,5.44,3.84,3.32,7.83,8.66,3.66,2.23,116.012
7.41,9.83,8.82,9.48,1.06,9.42,3.48,6.22,8.45,2.23,7.51,9.61,122.720
7.29,8.1,4.03,3.75,7.05,3.96,8.4,3.77,2.18,0.5,8.26,9.09,106.149
9.32,3.57,8.35,3.56,4.6,1.94,9.38,2.89,2.54,5.58,3.57,6.18,103.981
7.61,7.61,7.75,0.93,7.54,1.41,7.49,3.08,0.82,7.31,1.04,9.51,112.308
4.62,0.23,6.85,3.36,0.76,5.17,4.71,2.06,8.48,4.7,8.14,6.34,60.964
2.59,8.5,2.09,7.26,0.66,7.83,1.65,4.04,6.81,5.88,3.75,9.06,92.754
1.02,6.5,3.51,7.71,5.68,0.57,8.32,9.34,3.72,6.65,3.17,0.66,78.437
7.86,8.89,3.27,7.62,5.44,3.12,1.71,8.71,8.41,6.15,0.23,6.59,113.836
7.27,2.29,1.34,8.31,7.08,6.33,3.99,9.76,5.47,4.54,6.41,7.44,86.732
3.87,2.9,8.13,0.86,6.83,0.71,9.51,7.91,7.8,2.7,4.95,8.41,56.444
8.33,6.11,6.33,3.26,4.13,2.08,4.96,0.66,6.88,4.63,4.68,5.53,110.607
4.67,2.98,1.1,0.92,0.73,4.17,9.8,5.0,7.64,1.16,7.17,5.88,39.754
4.1,6.08,2.04,1.45,4.67,7.49,4.4,1.24,4.34,1.96,0.17,7.17,133.973
7.4,1.24,0.93,0.37,5.01,4.73,1.32,7.67,9.0,7.67,7.02,7.37,49.139
0.18,1.49,6.49,5.92,1.51,6.94,8.11,8.46,5.53,9.4,4.95,5.0,54.355
9.03,5.15,2.94,6.88,0.22,8.83,0.79,6.57,7.05,5.0,4.37,9.97,97.926
4.59,6.87,6.8,1.87,0.57,8.81,1.82,2.19,1.28,5.98,4.92,7.43,124.936
5.54,8.05,2.13,0.64,7.56,9.35,5.71,3.51,9.18,6.04,2.76,4.74,104.164
3.57,2.51,1.72,7.11,8.64,6.6,3.68,9.92,6.43,1.59,5.84,9.94,80.615
8.58,3.16,9.24,2.74,2.52,4.59,9.79,3.51,5.57,9.37,1.62,5.6,86.943
5.22,3.83,6.27,2.56,4.26,9.47,9.05,6.39,2.92,2.36,0.94,3.55,125.387
1.09,9.03,9.96,5.79,2.08,0.97,0.69,0.79,8.07,6.07,5.59,0.13,135.520
2.49,2.59,8.1,3.21,0.31,5.9,3.79,4.85,5.46,8.52,2.27,6.59,71.792
4.52,7.26,6.89,9.68,4.29,3.98,8.67,2.48,9.97,1.22,6.8,8.49,97.316
7.37,3.01,9.9,7.24,1.76,9.68,9.55,1.57,5.42,4.28,9.73,3.1,115.780
8.26,5.03,8.94,2.26,1.89,8.17,4.47,5.26,2.12,7.46,4.54,0.7,140.733
6.99,2.73,6.49,9.45,4.29,4.34,9.35,4.71,0.71,7.84,7.93,5.72,94.567
1.73,0.74,1.47,1.51,7.96,8.53,0.91,1.57,9.44,7.52,1.52,1.93,95.850
8.51,2.04,2.3,8.03,3.97,3.71,9.42,0.86,5.15,1.67,0.51,3.06,138.171
1.28,6.62,4.38,6.54,1.53,0.76,9.28,0.15,2.92,8.7,0.06,7.67,73.350
5.77,2.94,1.39,3.15,8.51,5.66,7.48,4.82,2.89,4.77,5.2,1.75,101.895
6.24,8.54,9.51,7.1,7.51,9.72,0.17,0.49,5.55,4.92,5.37,2.86,251.136
6.71,8.54,0.29,1.58,7.44,7.51,9.24,3.52,9.41,7.69,3.48,2.83,88.665
2.51,4.2,0.81,6.85,3.3,1.29,6.8,4.41,9.29,5.87,10.0,5.9,44.855
6.88,7.59,1.57,3.23,0.72,6.66,0.99,5.14,1.07,1.24,5.43,7.92,122.304
0.05,5.29,6.26,8.64,1.34,3.32,8.01,5.45,2.86,2.75,1.76,4.52,98.225
6.87,4.35,5.34,7.62,3.06,3.49,3.61,3.16,0.38,3.6,8.1,4.58,131.157
1.51,0.59,2.39,5.78,1.75,4.73,9.21,6.39,7.65,3.95,6.23,3.11,45.840
7.22,7.3,9.4,0.98,4.51,6.48,3.91,3.89,2.39,7.61,7.85,7.92,106.911
2.69,6.82,4.32,1.8,5.84,0.07,7.78,4.24,6.73,7.39,1.55,0.23,77.149
0.97,5.55,6.46,8.91,0.22,6.97,3.13,5.94,2.12,7.42,7.69,2.86,99.726
0.7,4.1,1.08,1.92,8.65,0.85,7.29,6.62,3.24,8.77,3.89,8.52,45.134
2.19,3.67,3.23,5.04,4.96,1.71,6.04,6.68,0.87,4.62,0.9,6.08,82.572
7.34,5.57,4.66,4.55,6.64,6.05,7.45,5.19,6.07,9.63,6.32,5.43,86.830
9.97,2.77,5.73,1.27,1.06,5.91,7.04,1.05,5.54,1.82,2.26,4.65,119.454
8.2,4.75,0.15,8.63,5.56,1.25,0.12,6.82,7.87,1.91,7.85,5.1,96.191
7.23,8.3,3.46,6.22,2.51,1.48,6.07,4.12,5.0,1.93,8.41,2.83,102.962
4.63,7.47,4.93,2.79,3.5,2.08,5.77,7.89,0.58,8.1,9.73,6.23,66.319
0.32,9.19,0.35,5.4,8.16,0.68,0.03,3.37,0.14,0.35,3.06,8.59,155.084
5.0,3.47,1.26,8.31,5.32,6.61,3.13,7.38,3.43,1.86,0.96,7.98,121.140
2.46,2.32,9.56,5.34,7.12,8.46,6.58,9.05,0.39,4.55,9.89,6.46,95.504
3.32,9.72,2.72,3.13,4.65,6.1,4.38,0.23,2.2,3.46,7.92,9.62,106.580
1.79,2.9,8.95,4.57,7.55,3.96,8.57,9.6,6.55,4.66,7.83,4.86,70.644
8.84,9.89,7.78,8.4,7.63,5.5,5.37,7.73,9.8,5.94,3.99,9.22,114.245
1.24,4.0,7.76,7.27,4.98,6.01,6.32,4.11,1.93,7.89,2.46,0.09,137.105
4.53,6.56,8.94,1.63,4.68,7.04,1.08,1.24,6.96,0.05,7.0,7.16,142.103
7.94,2.94,9.78,5.59,6.02,5.31,6.15,7.61,7.03,6.34,1.79,4.49,112.481
4.03,6.27,5.19,9.26,5.18,4.47,7.88,7.68,7.43,2.92,4.63,2.33,104.655
9.51,8.94,0.63,3.64,5.68,5.6,7.82,6.83,9.37,2.54,6.69,6.5,85.535
2.28,1.05,8.21,4.92,5.2,3.72,4.13,8.66,6.36,1.23,0.56,2.31,109.161
6.9,1.89,0.16,2.32,6.94,4.49,4.83,5.82,5.42,4.03,8.54,6.16,65.230
0.48,8.65,9.69,8.27,4.48,4.9,5.1,6.01,0.52,1.12,8.45,2.23,155.655
1.15,2.42,7.97,4.84,8.53,4.03,5.7,2.64,2.96,9.56,0.46,5.85,106.515
7.26,2.34,2.61,1.3,9.73,6.48,0.66,4.66,1.89,7.14,6.31,5.61,113.133
0.98,7.5,3.08,5.1,3.39,5.76,1.14,4.42,3.03,8.0,5.53,4.19,98.100
7.05,9.88,4.07,3.91,0.28,8.25,9.52,1.69,0.88,0.41,6.3,9.65,117.540
3.18,3.04,6.94,3.5,4.93,4.82,4.67,2.18,8.75,9.08,6.04,3.27,77.699
5.52,7.69,7.03,6.64,9.59,8.24,6.72,9.04,0.17,7.73,2.77,3.75,148.144
0.97,9.03,1.03,9.7,4.99,3.66,3.79,3.4,8.49,2.51,3.53,8.08,98.591
9.22,4.56,8.36,5.37,7.12,2.1,4.41,2.48,9.74,0.43,6.49,1.7,145.465
2.8,4.69,0.79,9.05,3.11,6.63,7.86,2.25,6.99,1.65,4.56,7.41,88.118
3.89,1.88,3.42,3.84,7.65,3.33,8.02,6.14,3.49,3.67,1.25,7.07,81.005
8.4,1.55,3.22,2.89,2.56,8.49,5.75,2.37,1.55,3.86,0.53,7.96,123.115
7.35,9.63,5.31,5.04,7.17,5.24,0.38,2.75,5.45,4.04,5.17,8.01,154.031
5.8,0.34,6.64,4.3,9.8,6.02,5.84,3.76,3.03,6.54,3.6,6.39,112.826
3.37,9.47,9.18,7.52,8.38,5.46,6.94,2.66,2.78,6.08,6.1,4.84,147.551
4.56,5.82,2.49,7.81,4.84,0.07,2.48,5.86,1.63,5.01,3.28,3.54,117.385
3.45,8.79,5.4,0.6,3.51,5.82,0.67,9.91,6.22,0.13,2.55,4.43,115.307
8.95,6.91,3.51,6.49,5.42,8.89,2.74,1.57,1.36,5.74,7.84,8.99,142.245
3.38,8.17,7.54,3.39,8.51,3.38,4.01,7.29,0.95,9.8,0.18,1.04,147.701
2.66,7.71,3.76,4.85,0.73,9.83,9.43,4.23,3.98,4.54,0.11,4.56,110.019
1.14,3.49,8.37,4.52,0.07,3.17,4.98,7.49,0.85,6.75,0.23,7.84,73.774
0.56,8.47,9.7,2.99,1.22,0.95,6.88,1.22,8.53,0.8,5.19,6.45,82.181
3.92,3.89,1.68,2.98,6.34,0.77,4.4,0.19,7.71,6.16,7.0,0.06,76.724
5.76,9.55,0.17,9.19,6.13,2.35,4.22,6.65,0.63,2.68,0.31,4.62,173.469
7.88,2.68,5.52,5.56,0.34,5.84,7.06,3.06,4.27,7.38,4.11,1.79,100.542
2.76,6.91,4.02,3.23,1.75,0.02,8.66,4.99,6.76,3.51,2.96,8.24,53.218
5.19,9.81,0.78,3.92,0.23,0.12,4.87,0.56,1.35,0.33,2.66,5.6,130.449
2.27,9.86,5.54,9.51,8.16,7.82,6.65,2.12,5.17,7.21,4.02,7.44,132.352
7.18,2.58,6.61,3.89,2.95,3.61,2.92,7.72,2.03,3.46,9.29,1.37,100.112
1.8,4.32,6.12,4.34,6.67,5.49,1.08,7.97,4.52,8.06,0.43,2.46,117.210
4.06,5.55,8.13,4.62,5.88,5.39,1.43,5.71,10.0,4.9,9.67,6.72,87.510
0.62,4.66,8.52,5.3,8.71,0.1,5.42,5.5,7.98,9.51,5.68,3.97,73.332
6.36,8.11,9.69,8.23,2.68,9.49,9.13,8.87,2.63,7.57,2.93,6.44,118.605
2.56,1.35,3.12,7.73,4.37,5.5,2.72,8.79,7.74,8.99,7.94,1.32,65.680
2.39,3.5,5.8,3.74,5.07,3.19,2.2,1.34,6.46,2.14,8.57,9.83,77.570
7.38,4.11,1.75,9.44,1.28,0.72,1.98,3.29,0.45,5.34,2.7,4.26,136.959
7.37,7.41,5.94,2.36,0.87,4.16,8.54,4.36,1.45,5.89,9.5,2.98,85.911
7.36,0.2,2.93,2.45,8.34,1.45,4.04,9.0,6.07,9.8,6.11,2.17,61.119
9.33,9.1,7.68,0.33,9.53,4.44,0.14,6.6,6.9,0.45,3.6,6.52,166.914
0.03,5.49,4.57,0.14,1.97,6.68,9.99,5.04,3.35,8.06,6.16,0.79,56.544
6.73,0.05,6.67,8.25,5.92,7.0,9.31,8.14,4.05,9.73,8.15,1.3,85.103
7.22,3.7,0.81,4.89,5.06,8.99,2.66,1.38,3.69,6.98,1.29,7.48,130.622
4.5,8.17,8.52,6.66,7.24,0.42,7.18,8.64,3.4,7.4,9.5,1.55,94.266
2.44,0.99,4.65,5.52,1.51,0.85,3.39,9.68,9.49,7.94,2.89,9.48,37.229
0.35,2.47,5.62,4.94,9.33,1.17,7.53,4.92,6.54,2.0,1.38,0.51,104.371
1.55,2.95,3.56,2.4,5.97,0.94,6.55,1.06,7.65,5.76,5.97,5.13,54.078
0.87,0.7,9.47,8.85,4.66,4.23,8.84,9.52,2.28,0.06,0.33,1.25,129.174
5.87,6.15,2.24,7.11,9.49,1.02,4.09,3.98,9.38,0.93,9.97,4.83,96.082
7.12,0.51,7.09,1.4,0.3,0.82,5.65,5.22,1.31,9.08,9.65,9.63,42.526
5.9,1.52,8.11,6.31,8.26,7.58,8.54,2.95,0.56,0.61,4.48,7.3,154.173
4.52,9.2,7.97,4.5,0.45,0.6,3.01,0.41,2.04,1.34,5.46,1.09,204.045
3.74,5.67,5.84,5.98,8.81,9.87,9.09,9.98,2.41,6.12,8.49,5.43,96.122
4.82,7.92,8.65,4.36,2.51,3.98,6.34,9.89,9.11,1.85,2.94,5.64,90.131
6.69,5.38,2.71,1.17,3.8,0.49,6.55,2.28,1.6,8.29,8.12,7.43,59.060
5.86,5.12,4.64,9.62,3.17,7.48,4.43,4.44,3.57,4.87,5.35,1.55,148.245
8.19,8.56,0.56,1.13,6.32,8.93,3.07,4.85,3.95,2.5,8.21,7.92,110.459
3.28,9.48,0.68,1.45,2.83,3.91,0.57,3.08,5.09,0.09,4.04,1.5,150.522
0.4,9.92,8.41,5.84,3.71,7.86,2.31,9.96,8.97,4.21,2.99,3.74,112.306
1.79,8.42,4.0,4.87,8.04,8.42,1.18,7.57,8.79,0.72,9.87,2.57,115.765
9.27,7.03,4.86,8.21,6.73,7.92,4.84,4.04,6.29,5.63,7.54,4.77,132.951
2.49,0.6,9.94,0.99,5.26,5.18,7.26,1.62,3.5,9.87,2.75,1.62,91.886
1.62,4.64,5.43,7.61,6.46,0.28,8.71,3.21,7.56,6.13,2.47,5.16,78.339
0.69,1.0,7.86,2.88,7.21,9.41,7.75,2.03,1.98,2.12,3.62,8.83,110.330
7.43,2.97,4.73,0.7,0.35,7.1,1.65,6.43,9.94,4.38,1.47,1.48,91.834
6.55,5.95,6.7,1.84,2.0,8.23,2.46,7.63,4.39,7.17,4.31,0.46,118.357
9.58,3.18,5.28,5.08,0.55,9.97,9.54,1.85,9.87,5.46,1.19,6.24,98.507
7.61,9.15,4.45,2.31,8.02,5.58,4.76,7.93,3.87,0.28,4.18,7.35,130.842
2.22,2.56,1.91,3.53,0.67,0.68,0.87,7.29,3.92,8.47,1.87,7.63,38.502
4.59,5.13,2.29,4.4,2.68,7.29,5.46,1.76,8.23,0.8,8.65,2.02,97.994
4.03,2.48,5.35,2.99,4.3,5.81,0.22,4.83,2.13,7.8,4.74,4.64,102.463
5.31,7.97,5.37,8.06,7.95,3.57,2.89,3.07,3.89,8.68,3.14,8.7,125.881
7.68,7.29,4.26,8.72,6.57,1.23,9.45,8.24,3.91,5.01,2.12,5.62,104.076
0.45,2.97,3.32,0.85,5.83,6.44,4.66,9.25,3.44,6.72,3.49,5.06,60.883
7.32,2.68,6.3,0.2,4.93,9.73,5.01,3.71,5.58,2.64,8.04,1.44,117.941
3.47,5.59,0.79,9.64,2.73,9.56,8.63,8.32,4.37,4.4,7.31,5.87,81.697
2.55,9.27,3.59,9.46,6.41,6.46,9.03,5.18,2.89,3.6,6.5,2.54,126.900
1.38,1.51,3.68,8.44,2.33,7.74,4.07,0.84,7.88,2.38,7.46,4.32,93.061
6.41,5.61,8.77,7.08,1.87,7.04,5.53,7.2,4.52,1.92,6.33,6.07,116.503
4.86,5.61,3.7,0.3,0.25,1.18,3.78,4.58,9.14,5.81,2.38,7.32,48.167
3.18,6.87,4.2,5.69,3.55,1.1,3.07,5.91,7.53,4.98,9.45,5.0,68.420
5.39,1.86,8.11,1.99,6.89,0.88,9.01,4.85,7.6,6.83,0.74,2.39,79.949
5.66,4.78,2.12,8.89,9.23,2.26,7.7,8.92,0.04,1.11,9.12,4.26,105.746
4.02,1.02,1.28,3.65,1.77,4.76,6.46,4.91,1.11,5.39,4.61,2.72,65.476
3.16,1.47,4.5,6.54,5.32,5.22,3.82,1.16,5.15,2.28,7.59,6.77,97.908
4.46,7.88,1.18,4.69,3.64,0.54,2.3,7.45,2.29,8.31,9.44,1.57,71.397
2.83,7.19,2.7,8.23,6.15,4.9,0.04,4.63,7.08,2.05,5.99,4.22,133.278
2.66,0.13,2.24,9.25,4.39,7.27,1.57,6.57,0.06,1.22,0.33,8.23,144.271
3.55,1.25,2.71,6.92,4.16,0.68,0.78,0.07,5.33,2.51,9.5,3.21,90.047
8.19,0.61,5.12,0.68,4.53,3.6,2.24,3.52,7.56,0.72,0.78,1.61,138.344
8.81,1.3,2.25,7.63,4.16,9.95,3.42,9.71,2.48,4.55,4.82,6.84,107.165
3.36,8.32,0.92,3.35,0.07,6.77,4.81,2.45,6.8,5.18,6.49,6.38,70.975
9.93,2.82,6.41,5.69,6.89,1.2,8.84,4.76,1.03,1.71,3.71,3.81,138.055
4.09,1.22,4.03,1.57,0.21,6.24,4.67,1.94,2.67,2.2,9.17,8.98,58.589
5.67,7.83,4.99,1.33,7.02,8.25,4.98,4.21,5.09,7.14,7.69,0.3,119.313
5.29,0.91,4.64,0.67,0.76,7.95,9.09,7.19,5.12,6.91,4.06,9.62,48.154
3.44,1.5,6.48,8.11,6.54,0.89,4.29,3.23,3.81,9.25,6.45,4.19,86.355
7.81,3.41,8.69,3.22,7.36,9.28,1.28,9.36,4.63,9.54,1.95,9.87,108.572
0.96,9.38,7.56,0.27,3.64,8.24,9.39,0.1,7.3,6.02,5.0,1.31,103.194
3.75,2.92,7.71,3.51,7.22,7.45,2.34,2.48,0.29,8.13,5.41,8.76,118.789
1.4,1.46,0.16,0.28,7.33,0.71,4.87,7.97,9.5,2.09,7.38,6.12,29.897
2.76,2.74,1.15,6.33,5.25,8.18,7.63,8.06,9.46,9.34,2.75,1.53,68.120
3.78,4.07,5.36,7.57,7.02,3.43,4.98,1.85,0.53,6.99,4.02,2.62,148.785
4.36,0.5,9.52,9.62,0.11,3.27,7.08,6.73,9.94,8.55,8.0,3.81,62.072
3.97,2.24,3.45,2.54,2.65,0.1,0.63,7.93,5.27,6.55,8.91,9.15,38.892
8.35,5.46,3.62,2.5,9.17,9.13,0.64,2.58,1.2,6.26,3.08,2.26,238.639
3.01,2.24,2.29,4.61,9.21,7.28,2.3,5.34,6.5,7.5,9.69,3.99,81.087
8.59,5.03,7.17,2.27,5.55,6.38,8.86,2.58,8.26,0.35,3.47,3.19,131.000
9.18,2.07,7.39,9.91,2.81,8.14,2.51,8.11,5.51,6.77,8.78,3.35,112.760
8.34,2.03,5.76,1.3,3.68,8.62,3.64,0.95,6.42,9.7,5.2,6.29,92.329
4.52,7.17,6.71,3.22,0.68,0.74,0.96,5.34,0.82,0.13,7.45,8.02,101.408
0.53,1.48,1.12,0.36,8.11,3.71,0.88,5.11,4.61,1.37,0.42,4.86,88.754
8.01,3.24,2.29,4.99,5.24,2.7,4.62,7.69,6.35,3.53,5.54,2.83,86.616
3.77,3.98,7.72,9.73,3.4,6.38,6.44,4.75,5.82,7.12,9.59,8.56,82.734
1.94,0.58,1.72,2.44,8.9,6.83,6.51,9.0,0.71,0.12,3.15,5.4,90.036
6.44,8.77,2.24,9.39,3.59,6.29,0.19,3.68,5.83,4.2,3.9,9.94,132.372
7.34,0.22,1.3,8.02,7.59,5.66,6.88,6.6,8.25,6.6,3.84,1.83,88.618
7.94,5.36,1.09,6.18,7.16,2.08,6.46,1.95,7.7,7.13,1.02,2.49,111.439
4.88,8.57,2.99,4.26,3.48,3.72,0.48,1.74,5.91,2.5,2.33,6.57,142.857
4.18,7.05,1.22,9.73,1.01,6.13,3.6,0.71,8.25,3.89,3.99,1.15,135.804
5.66,6.87,5.77,4.63,4.61,7.95,1.47,2.58,3.75,2.88,9.33,6.61,133.321
9.72,2.38,2.98,1.62,5.22,1.3,3.08,8.62,1.93,2.98,9.08,2.54,82.253
5.65,4.34,3.38,0.04,1.42,4.25,9.19,9.01,1.44,4.5,2.94,4.65,60.132
8.54,6.27,3.79,5.73,8.57,4.24,4.94,3.03,4.3,3.05,4.5,0.02,187.198
8.61,0.79,8.09,7.81,5.9,8.96,4.15,5.62,9.36,1.04,0.5,1.37,182.214
2.86,4.63,2.68,9.09,1.72,1.06,5.39,9.24,2.83,0.26,2.92,6.81,80.291
4.65,7.81,6.12,5.54,5.44,6.09,5.83,5.96,2.3,8.19,8.0,1.02,113.898
8.33,1.42,9.46,7.98,8.39,6.47,7.69,0.46,1.54,4.61,3.83,5.69,176.532
6.08,0.76,2.29,6.17,2.65,2.18,9.89,3.85,5.02,6.27,6.01,6.48,53.651
8.65,0.39,1.43,5.53,6.39,4.46,5.39,5.6,9.96,2.86,3.8,2.91,87.975
2.28,9.49,3.86,4.84,9.73,4.56,5.54,2.8,0.3,9.62,3.88,6.94,119.532
1.74,0.58,0.13,6.14,0.96,7.94,4.93,6.12,7.69,3.4,5.29,9.82,46.953
7.11,1.66,6.72,4.67,9.47,7.05,8.83,8.06,1.29,3.19,9.58,1.61,112.654
5.66,3.04,3.77,5.38,4.53,1.2,1.87,2.04,6.81,3.13,1.44,6.48,108.314
5.76,3.67,9.26,2.12,9.91,3.17,7.62,4.04,5.2,9.34,8.8,1.49,92.875
0.81,1.62,8.31,2.74,6.97,4.95,1.3,1.37,6.89,3.48,0.35,8.63,115.350
9.38,8.91,4.85,8.12,6.77,8.64,2.39,6.22,8.75,2.52,3.32,4.97,165.673
5.45,4.36,5.79,2.15,0.25,0.88,7.6,5.73,9.02,8.61,7.79,4.04,44.122
1.08,5.65,7.31,9.81,2.69,1.15,9.01,4.01,8.07,9.45,9.57,3.36,63.699
5.28,1.79,6.22,6.28,9.44,5.22,4.53,3.55,9.76,4.08,9.97,8.04,85.725
7.45,2.01,0.9,2.33,7.77,1.89,9.3,8.75,9.96,1.13,0.97,7.63,59.221
3.39,0.34,3.31,1.28,5.88,2.13,6.94,6.04,3.34,2.16,1.87,1.95,73.229
0.34,4.13,6.01,2.35,4.05,4.4,7.78,3.69,0.5,6.51,6.65,6.28,67.749
1.83,8.89,5.98,9.25,1.95,9.47,3.24,7.51,5.94,1.88,0.19,0.14,197.725
3.9,2.75,2.03,2.71,7.33,8.59,8.32,2.41,1.34,6.81,2.06,9.31,90.281
2.31,9.74,3.81,4.62,8.86,1.75,7.53,8.71,6.6,4.04,1.57,3.53,97.217
1.1,9.07,3.08,0.72,6.64,7.11,3.66,7.87,4.13,7.74,0.9,9.14,82.895
1.7,1.12,8.73,4.01,7.8,9.09,6.53,1.1,2.1,3.76,7.69,1.7,141.827
0.63,6.97,0.67,9.52,3.6,7.92,9.21,5.54,8.56,4.51,4.47,1.05,87.912
7.57,8.51,8.67,4.25,9.83,1.54,5.36,4.63,0.53,2.83,3.91,7.94,160.198
7.94,7.32,8.08,9.33,0.6,0.9,2.35,9.2,4.68,4.26,7.94,8.34,92.929
5.99,1.21,0.6,8.94,1.68,9.64,4.69,8.85,6.34,3.48,8.24,6.06,74.509
6.76,2.25,8.38,0.42,4.71,6.36,7.11,8.87,8.82,7.39,2.66,4.5,73.393
9.15,5.13,0.74,3.48,9.89,6.96,0.47,8.69,8.27,0.8,1.94,0.89,167.854
4.36,5.33,5.41,3.3,0.31,9.22,1.76,6.11,7.97,5.37,4.28,4.9,91.905
1.52,3.42,4.26,3.79,6.17,2.1,4.61,1.18,0.92,6.8,5.79,7.62,78.975
2.37,1.98,6.79,4.26,6.38,7.75,8.73,4.61,2.37,8.78,7.41,5.38,79.211
5.14,4.76,5.91,3.04,8.72,1.17,2.02,6.2,5.93,9.83,1.23,3.28,100.878
1.1,6.47,7.06,2.65,2.93,3.4,1.03,2.53,5.93,1.33,8.26,3.06,106.640
6.98,3.05,6.17,5.69,2.61,6.05,5.32,3.25,0.84,2.69,4.13,5.24,142.292
3.9,8.48,7.37,5.18,4.22,3.75,2.69,1.76,8.21,8.15,0.08,2.04,143.480
7.81,6.77,7.86,5.13,9.5,2.09,0.31,9.94,3.03,1.31,5.03,2.84,174.354
5.34,8.92,5.08,5.05,7.89,0.9,7.11,4.08,4.43,0.76,8.19,2.61,122.075
4.64,6.66,6.99,9.09,1.62,2.41,5.77,7.56,2.97,8.82,3.27,5.44,92.847
3.5,4.75,6.18,1.15,0.94,6.55,2.82,1.21,6.12,2.89,0.89,5.74,117.285
4.28,5.94,3.44,2.59,6.48,0.19,5.92,2.69,10.0,6.55,8.85,6.23,56.958
1.6,2.21,8.71,5.74,7.25,2.7,7.47,6.97,3.65,4.02,6.81,9.56,73.311
0.36,1.78,6.34,1.83,9.52,8.56,4.35,0.35,5.24,0.28,8.87,3.86,123.704
9.22,2.82,0.1,3.67,0.16,2.83,6.56,5.55,9.03,8.32,1.81,8.27,47.547
7.97,9.32,1.09,9.18,2.17,8.63,6.95,3.11,8.78,5.52,0.55,3.82,133.519
1.95,2.06,8.41,6.64,0.93,2.6,5.85,8.93,3.81,8.38,1.35,7.06,63.850
8.31,1.28,2.81,3.56,3.46,8.91,8.14,2.34,7.1,6.38,3.59,2.66,93.777
4.74,3.38,9.41,3.43,0.76,7.1,9.82,4.45,5.56,3.5,3.58,3.76,93.968
5.42,7.4,7.94,4.95,4.12,9.92,5.48,2.19,0.11,7.09,6.55,2.27,167.792
6.81,7.66,4.24,9.64,7.4,6.62,6.28,2.82,2.16,1.17,0.85,0.53,306.807
7.11,3.85,2.94,5.42,6.01,7.23,0.79,9.88,3.83,6.26,6.29,1.63,113.529
5.44,4.45,0.56,3.17,7.91,3.79,9.37,5.78,6.2,6.18,0.59,5.32,75.718
3.64,0.31,0.13,7.53,6.83,0.6,0.09,0.42,3.66,5.15,7.41,4.98,87.702
9.46,3.15,1.54,6.66,4.56,9.4,6.71,1.05,2.31,6.36,6.72,7.19,114.601
9.57,8.37,3.48,7.5,0.08,6.11,8.73,0.38,1.54,2.83,9.47,2.03,140.552
4.11,9.0,1.37,9.41,4.32,5.77,4.53,6.22,9.93,6.4,3.53,8.83,86.156
9.47,9.29,8.37,1.03,9.99,5.3,8.57,6.3,5.25,9.58,9.22,5.37,98.103
3.2,1.08,7.07,7.33,0.82,0.32,6.62,7.17,0.78,3.57,3.05,1.64,86.816
6.57,5.59,4.23,9.32,4.47,3.67,1.83,9.18,4.77,1.67,4.65,9.09,108.528
9.25,2.99,2.74,9.01,4.02,4.4,0.76,1.47,0.28,6.04,1.61,8.57,173.038
9.75,5.19,7.99,7.37,4.79,2.08,9.22,9.87,4.78,8.04,6.29,5.74,84.593
7.65,4.22,4.15,1.32,2.92,1.72,9.01,2.62,3.7,0.33,8.98,7.32,68.773
2.07,3.08,1.9,5.94,5.32,5.78,2.63,7.42,4.59,8.72,4.93,6.44,69.364
6.77,3.36,0.03,8.64,9.25,6.67,1.97,9.59,1.08,5.64,3.89,4.14,131.965
2.83,8.5,1.85,9.2,3.27,4.13,3.92,4.62,0.98,1.43,2.89,2.17,186.009
7.72,2.12,0.58,2.27,7.32,0.26,1.03,2.09,5.03,7.59,4.89,9.18,67.997
2.91,0.21,0.22,7.58,0.8,2.28,2.73,9.91,9.36,2.87,8.87,0.27,41.164
2.54,1.41,9.88,8.82,7.75,6.68,9.98,1.23,7.04,7.53,9.8,7.73,85.615
7.99,4.76,5.95,5.0,8.96,3.15,3.82,0.4,8.84,1.04,1.92,9.47,140.486
7.83,3.74,4.97,7.37,0.82,5.04,6.05,4.66,7.91,6.68,3.24,8.53,80.308
7.72,7.0,0.75,7.01,5.87,3.36,0.11,5.91,6.99,6.35,0.71,3.84,132.622
0.64,3.8,1.94,5.27,8.45,5.63,2.01,5.5,6.54,9.29,1.24,9.17,76.237
1.89,5.74,9.22,6.99,7.12,0.77,1.01,1.71,7.66,1.23,5.56,1.7,168.151
5.14,7.92,6.59,3.93,2.29,1.13,4.59,4.43,1.22,0.82,4.6,0.45,167.598
0.84,2.83,3.04,0.89,1.82,0.54,8.15,9.39,6.54,2.17,5.45,6.1,26.349
4.42,7.72,2.8,1.7,8.97,6.29,0.7,9.35,4.12,8.58,3.02,2.89,111.305
8.9,3.27,7.74,1.15,0.46,0.47,2.95,5.12,1.15,5.25,0.92,8.7,91.283
4.21,0.6,6.62,7.1,9.78,0.09,3.91,0.71,2.5,4.37,1.66,4.44,161.455
